#,Visible?,Starred?,Identified Proteins (1591),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,5848 - #1 - Exp,5848 - #2 - Exp,5848 - #3 - Exp,5848 - #4 - Exp
1228,TRUE,Empty,Suppressor of IKBKE 1 OS=Homo sapiens OX=9606 GN=SIKE1 PE=1 SV=1,sp|Q9BRV8|SIKE1_HUMAN,,24 kDa,,unknown,2,1,1,0
1230,TRUE,Empty,Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,sp|Q9HB71|CYBP_HUMAN,,26 kDa,,unknown,2,1,0,1
1232,TRUE,Empty,Mediator complex subunit 24 OS=Homo sapiens OX=9606 GN=MED24 PE=1 SV=1,tr|A0A0B4J1W0|A0A0B4J1W0_HUMAN,,113 kDa,,unknown,2,0,1,0
1238,TRUE,Empty,*REV*E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,r-sp|Q7Z6Z7|HUWE1_HUMAN,,482 kDa,,unknown,2,0,0,0
1240,TRUE,Empty,sp|IGF2_HUMAN|,sp|IGF2_HUMAN| (+1),,20 kDa,TRUE,unknown,2,1,0,0
1242,TRUE,Empty,Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4,sp|P35251|RFC1_HUMAN,,128 kDa,,unknown,2,0,0,1
1244,TRUE,Empty,Patatin-like phospholipase domain-containing protein 6 OS=Homo sapiens OX=9606 GN=PNPLA6 PE=1 SV=3,sp|Q8IY17|PLPL6_HUMAN (+1),,151 kDa,,unknown,2,0,0,0
1246,TRUE,Empty,TELO2-interacting protein 1 homolog OS=Homo sapiens OX=9606 GN=TTI1 PE=1 SV=3,sp|O43156|TTI1_HUMAN,,122 kDa,,unknown,2,2,0,0
1247,TRUE,Empty,Coatomer subunit zeta OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1,tr|F8VUC5|F8VUC5_HUMAN (+1),,11 kDa,,unknown,2,2,0,0
1249,TRUE,Empty,Fanconi anemia group D2 protein OS=Homo sapiens OX=9606 GN=FANCD2 PE=1 SV=2,sp|Q9BXW9|FACD2_HUMAN (+1),,164 kDa,,unknown,2,2,0,0
1250,TRUE,Empty,Metallothionein-2 OS=Homo sapiens OX=9606 GN=MT2A PE=1 SV=1,sp|P02795|MT2_HUMAN,,6 kDa,,unknown,2,2,0,0
1251,TRUE,Empty,DNA excision repair protein ERCC-6-like OS=Homo sapiens OX=9606 GN=ERCC6L PE=1 SV=1,sp|Q2NKX8|ERC6L_HUMAN (+1),,141 kDa,,unknown,2,2,0,0
1252,TRUE,Empty,Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1,sp|Q96S59|RANB9_HUMAN,,78 kDa,,unknown,2,2,0,0
1253,TRUE,Empty,Translation initiation factor eIF-2B subunit epsilon OS=Homo sapiens OX=9606 GN=EIF2B5 PE=1 SV=3,sp|Q13144|EI2BE_HUMAN (+1),,80 kDa,,unknown,2,2,0,0
1254,TRUE,Empty,Dolichol-phosphate mannosyltransferase subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1,tr|H0Y368|H0Y368_HUMAN (+1),,33 kDa,,unknown,2,1,0,0
1255,TRUE,Empty,"Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1",sp|P24752|THIL_HUMAN (+1),,45 kDa,,unknown,2,2,0,0
1256,TRUE,Empty,Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=1,tr|A0A087WV05|A0A087WV05_HUMAN,,13 kDa,,unknown,2,1,0,0
1259,TRUE,Empty,Phenylalanine--tRNA ligase alpha subunit OS=Homo sapiens OX=9606 GN=FARSA PE=1 SV=3,sp|Q9Y285|SYFA_HUMAN,,58 kDa,,unknown,2,2,0,0
1262,TRUE,Empty,BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1,sp|O95816|BAG2_HUMAN,,24 kDa,,unknown,2,1,0,0
1264,TRUE,Empty,Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2,sp|Q8IX12|CCAR1_HUMAN (+1),,133 kDa,,unknown,2,0,1,0
1274,TRUE,Empty,Pregnancy-specific beta-1-glycoprotein 11 (Fragment) OS=Homo sapiens OX=9606 GN=PSG11 PE=1 SV=1,tr|M0R276|M0R276_HUMAN,,36 kDa,TRUE,unknown,2,0,0,0
1279,TRUE,Empty,Lysophosphatidylcholine acyltransferase 2 OS=Homo sapiens OX=9606 GN=LPCAT2 PE=1 SV=1,sp|Q7L5N7|PCAT2_HUMAN,,60 kDa,,unknown,2,0,0,0
1280,TRUE,Empty,Protocadherin Fat 3 OS=Homo sapiens OX=9606 GN=FAT3 PE=2 SV=3,sp|Q8TDW7|FAT3_HUMAN,,502 kDa,,unknown,2,0,0,0
1283,TRUE,Empty,SRC kinase signaling inhibitor 1 OS=Homo sapiens OX=9606 GN=SRCIN1 PE=1 SV=4,sp|Q9C0H9|SRCN1_HUMAN (+1),,127 kDa,,unknown,2,0,0,0
1285,TRUE,Empty,Ras GTPase-activating-like protein IQGAP3 OS=Homo sapiens OX=9606 GN=IQGAP3 PE=1 SV=2,sp|Q86VI3|IQGA3_HUMAN,,185 kDa,TRUE,unknown,2,0,0,0
1289,TRUE,Empty,RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2,sp|Q9H6T3|RPAP3_HUMAN,,76 kDa,,unknown,2,0,1,0
1291,TRUE,Empty,Integrator complex subunit 1 OS=Homo sapiens OX=9606 GN=INTS1 PE=1 SV=2,sp|Q8N201|INT1_HUMAN,,244 kDa,,unknown,2,0,0,0
1293,TRUE,Empty,Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1,sp|P19784|CSK22_HUMAN,,41 kDa,TRUE,unknown,2,0,0,0
1313,TRUE,Empty,PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1,sp|P54277|PMS1_HUMAN,,106 kDa,,unknown,2,0,0,0
1315,TRUE,Empty,BCL-6 corepressor OS=Homo sapiens OX=9606 GN=BCOR PE=1 SV=1,sp|Q6W2J9|BCOR_HUMAN,,192 kDa,,unknown,2,0,0,0
1317,TRUE,Empty,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3,sp|P01023|A2MG_HUMAN,,163 kDa,TRUE,unknown,2,0,0,0
1324,TRUE,Empty,Centrosomal protein of 170 kDa OS=Homo sapiens OX=9606 GN=CEP170 PE=1 SV=1,sp|Q5SW79|CE170_HUMAN,,175 kDa,,unknown,2,0,0,0
1355,TRUE,Empty,Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4,sp|P20742|PZP_HUMAN,,164 kDa,TRUE,unknown,2,0,0,0
1356,TRUE,Empty,Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,sp|Q7L1Q6|BZW1_HUMAN,,48 kDa,,unknown,2,1,0,0
1357,TRUE,Empty,Homeobox protein SIX4 OS=Homo sapiens OX=9606 GN=SIX4 PE=1 SV=2,sp|Q9UIU6|SIX4_HUMAN,,83 kDa,,unknown,2,1,0,0
1358,TRUE,Empty,AAR2 splicing factor homolog OS=Homo sapiens OX=9606 GN=AAR2 PE=1 SV=1,tr|A2A2Q9|A2A2Q9_HUMAN,,45 kDa,,unknown,2,1,0,0
1362,TRUE,Empty,Ataxin-10 OS=Homo sapiens OX=9606 GN=ATXN10 PE=1 SV=1,sp|Q9UBB4|ATX10_HUMAN,,53 kDa,,unknown,2,1,0,0
1363,TRUE,Empty,Dystonia 1 protein OS=Homo sapiens OX=9606 GN=TOR1A PE=1 SV=1,tr|A0A494BZT7|A0A494BZT7_HUMAN,,34 kDa,TRUE,unknown,2,1,0,0
1365,TRUE,Empty,*REV*Histone-lysine N-methyltransferase 2A OS=Homo sapiens OX=9606 GN=KMT2A PE=1 SV=5,r-sp|Q03164|KMT2A_HUMAN,,432 kDa,,unknown,2,0,0,0
1366,TRUE,Empty,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1,sp|O75569|PRKRA_HUMAN,,34 kDa,,unknown,2,0,0,1
1367,TRUE,Empty,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1",sp|P13804|ETFA_HUMAN (+2),,35 kDa,,unknown,2,0,0,1
1369,TRUE,Empty,Anaphase-promoting complex subunit 4 OS=Homo sapiens OX=9606 GN=ANAPC4 PE=1 SV=2,sp|Q9UJX5|APC4_HUMAN,,92 kDa,,unknown,2,1,0,0
1372,TRUE,Empty,Zinc finger protein RFP OS=Homo sapiens OX=9606 GN=TRIM27 PE=1 SV=1,sp|P14373|TRI27_HUMAN,,58 kDa,,unknown,2,0,1,0
1377,TRUE,Empty,Golgin subfamily B member 1 OS=Homo sapiens OX=9606 GN=GOLGB1 PE=1 SV=2,sp|Q14789|GOGB1_HUMAN,,376 kDa,,unknown,2,0,0,0
1380,TRUE,Empty,"Dynein heavy chain 12, axonemal OS=Homo sapiens OX=9606 GN=DNAH12 PE=1 SV=2",tr|E9PG32|E9PG32_HUMAN,,454 kDa,TRUE,unknown,2,0,1,0
1381,TRUE,Empty,"Dynein heavy chain 7, axonemal OS=Homo sapiens OX=9606 GN=DNAH7 PE=1 SV=2",sp|Q8WXX0|DYH7_HUMAN,,461 kDa,,unknown,2,0,0,0
1382,TRUE,Empty,Zinc finger Ran-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZRANB2 PE=1 SV=2,sp|O95218|ZRAB2_HUMAN,,37 kDa,,unknown,2,0,0,0
1383,TRUE,Empty,Distal membrane-arm assembly complex protein 2 OS=Homo sapiens OX=9606 GN=DMAC2 PE=1 SV=3,sp|Q9NW81|DMAC2_HUMAN,,29 kDa,,unknown,2,0,0,1
1384,TRUE,Empty,Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2,sp|Q9HDC9|APMAP_HUMAN (+1),,46 kDa,,unknown,2,1,0,0
1386,TRUE,Empty,Retinoblastoma-binding protein 5 OS=Homo sapiens OX=9606 GN=RBBP5 PE=1 SV=2,sp|Q15291|RBBP5_HUMAN,,59 kDa,,unknown,2,0,0,0
1390,TRUE,Empty,"Dimethyladenosine transferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TFB2M PE=1 SV=1",sp|Q9H5Q4|TFB2M_HUMAN,,45 kDa,,unknown,2,0,0,1
1392,TRUE,Empty,Unconventional myosin-XVIIIb OS=Homo sapiens OX=9606 GN=MYO18B PE=1 SV=2,sp|Q8IUG5|MY18B_HUMAN,,285 kDa,TRUE,unknown,2,0,0,0
1394,TRUE,Empty,60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens OX=9606 GN=RO60 PE=1 SV=2,sp|P10155|RO60_HUMAN,,61 kDa,,unknown,2,0,0,0
1395,TRUE,Empty,Neuron navigator 2 OS=Homo sapiens OX=9606 GN=NAV2 PE=1 SV=3,sp|Q8IVL1|NAV2_HUMAN (+2),,268 kDa,,unknown,2,0,0,0
1397,TRUE,Empty,*REV*Mitochondrial amidoxime reducing component 2 OS=Homo sapiens OX=9606 GN=MTARC2 PE=1 SV=1,r-sp|Q969Z3|MARC2_HUMAN,,38 kDa,,unknown,2,1,0,0
1403,TRUE,Empty,Cell division cycle-associated protein 2 OS=Homo sapiens OX=9606 GN=CDCA2 PE=1 SV=2,sp|Q69YH5|CDCA2_HUMAN,,113 kDa,,unknown,2,1,0,0
1404,TRUE,Empty,Ankyrin repeat domain-containing protein 18A OS=Homo sapiens OX=9606 GN=ANKRD18A PE=2 SV=3,sp|Q8IVF6|AN18A_HUMAN,,116 kDa,TRUE,unknown,2,0,0,0
1408,TRUE,Empty,Usherin OS=Homo sapiens OX=9606 GN=USH2A PE=1 SV=3,sp|O75445|USH2A_HUMAN,,576 kDa,,unknown,2,0,0,0
1409,TRUE,Empty,sp|REF_HEVBR|,sp|REF_HEVBR|,,15 kDa,,unknown,2,1,0,0
1411,TRUE,Empty,Tyrosine-protein phosphatase non-receptor type 14 OS=Homo sapiens OX=9606 GN=PTPN14 PE=1 SV=2,sp|Q15678|PTN14_HUMAN,,135 kDa,,unknown,2,1,0,0
1417,TRUE,Empty,Werner syndrome ATP-dependent helicase OS=Homo sapiens OX=9606 GN=WRN PE=1 SV=2,sp|Q14191|WRN_HUMAN,,162 kDa,,unknown,2,0,0,0
1418,TRUE,Empty,Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,sp|P04075|ALDOA_HUMAN (+1),,39 kDa,,unknown,2,1,0,0
1421,TRUE,Empty,Rho guanine nucleotide exchange factor 4 OS=Homo sapiens OX=9606 GN=ARHGEF4 PE=1 SV=3,tr|E7EV07|E7EV07_HUMAN,,205 kDa,,unknown,2,0,0,0
1425,TRUE,Empty,ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens OX=9606 GN=ERC1 PE=1 SV=1,tr|X6RM00|X6RM00_HUMAN,,112 kDa,,unknown,2,0,0,0
1426,TRUE,Empty,*REV*ATP-dependent RNA helicase TDRD9 OS=Homo sapiens OX=9606 GN=TDRD9 PE=2 SV=3,r-sp|Q8NDG6|TDRD9_HUMAN,,156 kDa,,unknown,2,0,0,0
1440,TRUE,Empty,Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2,sp|Q9P253|VPS18_HUMAN,,110 kDa,,unknown,2,0,0,0
1449,TRUE,Empty,Protein CBFA2T2 OS=Homo sapiens OX=9606 GN=CBFA2T2 PE=1 SV=1,sp|O43439|MTG8R_HUMAN,,67 kDa,TRUE,unknown,2,0,0,0
1450,TRUE,Empty,Zinc finger protein basonuclin-2 OS=Homo sapiens OX=9606 GN=BNC2 PE=1 SV=1,sp|Q6ZN30|BNC2_HUMAN,,122 kDa,TRUE,unknown,2,0,0,0
1451,TRUE,Empty,Zinc finger protein 148 OS=Homo sapiens OX=9606 GN=ZNF148 PE=1 SV=2,sp|Q9UQR1|ZN148_HUMAN,,89 kDa,,unknown,2,0,0,0
1455,TRUE,Empty,Tax1-binding protein 1 OS=Homo sapiens OX=9606 GN=TAX1BP1 PE=1 SV=2,sp|Q86VP1|TAXB1_HUMAN (+1),,91 kDa,,unknown,2,0,0,0
1457,TRUE,Empty,Protein FAM71A OS=Homo sapiens OX=9606 GN=FAM71A PE=1 SV=2,sp|Q8IYT1|FA71A_HUMAN,,63 kDa,,unknown,2,0,0,0
1472,TRUE,Empty,Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2,sp|Q12965|MYO1E_HUMAN,,127 kDa,,unknown,2,0,0,0
1474,TRUE,Empty,Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1,sp|P12273|PIP_HUMAN,,17 kDa,,unknown,2,0,0,0
1479,TRUE,Empty,Dynein heavy chain domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNHD1 PE=1 SV=2,tr|E9PM64|E9PM64_HUMAN,,40 kDa,TRUE,unknown,2,0,0,0
1480,TRUE,Empty,DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2,sp|P27695|APEX1_HUMAN,,36 kDa,,unknown,2,0,0,0
1487,TRUE,Empty,Kinesin-like protein KIF1B OS=Homo sapiens OX=9606 GN=KIF1B PE=1 SV=1,tr|A0A087WWA3|A0A087WWA3_HUMAN (+1),,202 kDa,TRUE,unknown,2,0,0,0
1489,TRUE,Empty,Sacsin OS=Homo sapiens OX=9606 GN=SACS PE=1 SV=2,sp|Q9NZJ4|SACS_HUMAN,,521 kDa,,unknown,2,0,0,0
1490,TRUE,Empty,Peregrin OS=Homo sapiens OX=9606 GN=BRPF1 PE=1 SV=2,sp|P55201|BRPF1_HUMAN (+1),,138 kDa,,unknown,2,0,0,0
1491,TRUE,Empty,Methyl-CpG-binding domain protein 2 OS=Homo sapiens OX=9606 GN=MBD2 PE=1 SV=1,sp|Q9UBB5|MBD2_HUMAN (+1),,43 kDa,,unknown,2,0,0,0
1493,TRUE,Empty,*REV*Ubiquitinyl hydrolase 1 OS=Homo sapiens OX=9606 GN=TNFAIP3 PE=1 SV=1,r-tr|D3TTY5|D3TTY5_HUMAN,,76 kDa,,unknown,2,0,0,0
1495,TRUE,Empty,*REV*E3 ubiquitin-protein ligase TTC3 OS=Homo sapiens OX=9606 GN=TTC3 PE=1 SV=2,r-sp|P53804|TTC3_HUMAN,,230 kDa,,unknown,2,0,0,0
1498,TRUE,Empty,"28S ribosomal protein S9, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS9 PE=1 SV=2",sp|P82933|RT09_HUMAN,,46 kDa,,unknown,2,0,0,0
1499,TRUE,Empty,DnaJ homolog subfamily C member 16 OS=Homo sapiens OX=9606 GN=DNAJC16 PE=2 SV=3,sp|Q9Y2G8|DJC16_HUMAN (+1),,91 kDa,,unknown,2,0,0,0
1502,TRUE,Empty,Kinetochore scaffold 1 OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=3,sp|Q8NG31|KNL1_HUMAN,,265 kDa,,unknown,2,0,0,0
1503,TRUE,Empty,*REV*Kinesin-like protein KIF3B OS=Homo sapiens OX=9606 GN=KIF3B PE=1 SV=1,r-sp|O15066|KIF3B_HUMAN,,85 kDa,,unknown,2,0,0,0
1504,TRUE,Empty,Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,sp|O95721|SNP29_HUMAN,,29 kDa,,unknown,2,0,0,0
1508,TRUE,Empty,Deleted in malignant brain tumors 1 protein OS=Homo sapiens OX=9606 GN=DMBT1 PE=1 SV=2,sp|Q9UGM3|DMBT1_HUMAN (+2),,261 kDa,,unknown,2,0,0,0
1509,TRUE,Empty,Apolipoprotein B-100 OS=Homo sapiens OX=9606 GN=APOB PE=1 SV=2,sp|P04114|APOB_HUMAN,,516 kDa,,unknown,2,0,0,0
1510,TRUE,Empty,F-box-like/WD repeat-containing protein TBL1Y OS=Homo sapiens OX=9606 GN=TBL1Y PE=1 SV=1,sp|Q9BQ87|TBL1Y_HUMAN,,57 kDa,,unknown,2,0,0,0
1512,TRUE,Empty,Mucin-19 OS=Homo sapiens OX=9606 GN=MUC19 PE=1 SV=3,sp|Q7Z5P9|MUC19_HUMAN,,805 kDa,,unknown,2,0,0,0
1514,TRUE,Empty,Protein Hook homolog 2 OS=Homo sapiens OX=9606 GN=HOOK2 PE=1 SV=3,sp|Q96ED9|HOOK2_HUMAN,,83 kDa,,unknown,2,0,0,0
1517,TRUE,Empty,Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2,sp|Q13188|STK3_HUMAN,,56 kDa,TRUE,unknown,2,0,0,0
1518,TRUE,Empty,Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2,sp|Q13951|PEBB_HUMAN (+1),,22 kDa,,unknown,2,0,0,0
1522,TRUE,Empty,Multiple C2 and transmembrane domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MCTP1 PE=2 SV=2,sp|Q6DN14|MCTP1_HUMAN,,112 kDa,,unknown,2,0,0,0
1525,TRUE,Empty,CKLF-like MARVEL transmembrane domain-containing protein 3 OS=Homo sapiens OX=9606 GN=CMTM3 PE=1 SV=1,sp|Q96MX0|CKLF3_HUMAN (+3),,20 kDa,,unknown,2,0,0,0
1526,TRUE,Empty,Uncharacterized protein C8orf34 OS=Homo sapiens OX=9606 GN=C8orf34 PE=2 SV=3,sp|Q49A92|CH034_HUMAN,,59 kDa,,unknown,2,0,0,0
1531,TRUE,Empty,Inter-alpha-trypsin inhibitor heavy chain H3 OS=Homo sapiens OX=9606 GN=ITIH3 PE=1 SV=2,sp|Q06033|ITIH3_HUMAN (+1),,100 kDa,,unknown,2,0,0,0
1532,TRUE,Empty,Leucine-rich repeat-containing protein 41 OS=Homo sapiens OX=9606 GN=LRRC41 PE=1 SV=3,sp|Q15345|LRC41_HUMAN (+1),,89 kDa,,unknown,2,0,0,0
1533,TRUE,Empty,Mitochondrial inner membrane protease ATP23 homolog OS=Homo sapiens OX=9606 GN=ATP23 PE=1 SV=3,sp|Q9Y6H3|ATP23_HUMAN,,28 kDa,,unknown,2,0,0,0
1540,TRUE,Empty,Peroxisome biogenesis factor 1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1,sp|O43933|PEX1_HUMAN (+1),,143 kDa,,unknown,2,0,0,0
1541,TRUE,Empty,Junctophilin-3 OS=Homo sapiens OX=9606 GN=JPH3 PE=1 SV=2,sp|Q8WXH2|JPH3_HUMAN,,81 kDa,,unknown,2,0,0,0
1542,TRUE,Empty,Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens OX=9606 GN=VPS72 PE=1 SV=1,sp|Q15906|VPS72_HUMAN,,41 kDa,,unknown,2,0,0,0
1544,TRUE,Empty,Sialoadhesin OS=Homo sapiens OX=9606 GN=SIGLEC1 PE=1 SV=2,sp|Q9BZZ2|SN_HUMAN,,183 kDa,,unknown,2,0,0,0
1546,TRUE,Empty,p53 and DNA damage-regulated protein 1 OS=Homo sapiens OX=9606 GN=PDRG1 PE=1 SV=2,sp|Q9NUG6|PDRG1_HUMAN,,16 kDa,,unknown,2,0,0,0
1549,TRUE,Empty,Transcription factor Dp-2 OS=Homo sapiens OX=9606 GN=TFDP2 PE=1 SV=2,sp|Q14188|TFDP2_HUMAN (+1),,49 kDa,TRUE,unknown,2,0,0,0
1551,TRUE,Empty,Procollagen C-endopeptidase enhancer 1 OS=Homo sapiens OX=9606 GN=PCOLCE PE=1 SV=2,sp|Q15113|PCOC1_HUMAN,,48 kDa,,unknown,2,0,0,0
1552,TRUE,Empty,"Serine protease HTRA2, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=1",tr|A0A0C4DG44|A0A0C4DG44_HUMAN,,45 kDa,,unknown,2,0,0,0
1553,TRUE,Empty,Zinc finger protein 131 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF131 PE=1 SV=8,tr|D6R9I2|D6R9I2_HUMAN,,30 kDa,,unknown,2,0,0,0
1554,TRUE,Empty,Hyccin OS=Homo sapiens OX=9606 GN=FAM126A PE=1 SV=2,sp|Q9BYI3|HYCCI_HUMAN,,58 kDa,,unknown,2,0,0,0
1555,TRUE,Empty,"A-kinase anchor protein 10, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP10 PE=1 SV=2",sp|O43572|AKA10_HUMAN (+1),,74 kDa,,unknown,2,0,0,0
1557,TRUE,Empty,Stearoyl-CoA desaturase 5 OS=Homo sapiens OX=9606 GN=SCD5 PE=1 SV=2,sp|Q86SK9|SCD5_HUMAN,,38 kDa,,unknown,2,0,0,0
1559,TRUE,Empty,Spindle and kinetochore-associated protein 1 OS=Homo sapiens OX=9606 GN=SKA1 PE=1 SV=1,sp|Q96BD8|SKA1_HUMAN,,29 kDa,,unknown,2,0,0,0
1560,TRUE,Empty,Transcription factor Dp-1 OS=Homo sapiens OX=9606 GN=TFDP1 PE=1 SV=1,sp|Q14186|TFDP1_HUMAN (+1),,45 kDa,TRUE,unknown,2,0,0,0
1564,TRUE,Empty,Neurexophilin-4 OS=Homo sapiens OX=9606 GN=NXPH4 PE=2 SV=3,sp|O95158|NXPH4_HUMAN,,33 kDa,,unknown,2,0,0,0
1565,TRUE,Empty,Endoplasmic reticulum protein SC65 OS=Homo sapiens OX=9606 GN=P3H4 PE=1 SV=1,sp|Q92791|SC65_HUMAN (+1),,50 kDa,,unknown,2,0,0,0
1567,TRUE,Empty,Integrator complex subunit 9 OS=Homo sapiens OX=9606 GN=INTS9 PE=1 SV=2,sp|Q9NV88|INT9_HUMAN,,74 kDa,,unknown,2,0,0,0
1569,TRUE,Empty,HAUS augmin-like complex subunit 8 OS=Homo sapiens OX=9606 GN=HAUS8 PE=1 SV=3,sp|Q9BT25|HAUS8_HUMAN,,45 kDa,,unknown,2,0,0,0
1570,TRUE,Empty,Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1,sp|Q9Y6E2|BZW2_HUMAN (+4),,48 kDa,,unknown,2,0,0,0
1571,TRUE,Empty,DET1- and DDB1-associated protein 1 OS=Homo sapiens OX=9606 GN=DDA1 PE=1 SV=1,sp|Q9BW61|DDA1_HUMAN,,12 kDa,,unknown,2,0,0,0
1573,TRUE,Empty,*REV*Vasculin-like protein 1 OS=Homo sapiens OX=9606 GN=GPBP1L1 PE=1 SV=1,r-sp|Q9HC44|GPBL1_HUMAN,,52 kDa,,unknown,2,0,0,0
1574,TRUE,Empty,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,sp|P10599|THIO_HUMAN (+1),,12 kDa,,unknown,2,0,0,0
1579,TRUE,Empty,*REV*Homeobox protein Hox-A3 OS=Homo sapiens OX=9606 GN=HOXA3 PE=1 SV=1,r-sp|O43365|HXA3_HUMAN,,46 kDa,,unknown,2,0,0,0
1580,TRUE,Empty,Hermansky-Pudlak syndrome 3 protein OS=Homo sapiens OX=9606 GN=HPS3 PE=1 SV=1,sp|Q969F9|HPS3_HUMAN (+1),,114 kDa,,unknown,2,0,0,0
1584,TRUE,Empty,*REV*Short transient receptor potential channel 3 OS=Homo sapiens OX=9606 GN=TRPC3 PE=1 SV=1,r-tr|J3QTB0|J3QTB0_HUMAN,,91 kDa,,unknown,2,0,0,0
1585,TRUE,Empty,Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1,sp|Q9NR50|EI2BG_HUMAN (+1),,50 kDa,,unknown,2,0,0,0
1586,TRUE,Empty,Methyl-CpG-binding protein 2 OS=Homo sapiens OX=9606 GN=MECP2 PE=1 SV=1,tr|A0A0D9SFX7|A0A0D9SFX7_HUMAN,,19 kDa,,unknown,2,0,0,0
1589,TRUE,Empty,*REV*Trafficking protein particle complex subunit 10 OS=Homo sapiens OX=9606 GN=TRAPPC10 PE=1 SV=2,r-sp|P48553|TPC10_HUMAN,,142 kDa,,unknown,2,0,0,0
1590,TRUE,Empty,Zinc finger protein 740 OS=Homo sapiens OX=9606 GN=ZNF740 PE=1 SV=1,sp|Q8NDX6|ZN740_HUMAN,,22 kDa,,unknown,2,0,0,0
1591,TRUE,Empty,Chromosome alignment-maintaining phosphoprotein 1 OS=Homo sapiens OX=9606 GN=CHAMP1 PE=1 SV=2,sp|Q96JM3|CHAP1_HUMAN,,89 kDa,,unknown,2,0,0,0
122,TRUE,Empty,Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1,tr|A0A6Q8PFJ0|A0A6Q8PFJ0_HUMAN,,81 kDa,TRUE,unknown,1,0,42,42
233,TRUE,Empty,RING-type E3 ubiquitin transferase OS=Homo sapiens OX=9606 GN=UHRF1 PE=1 SV=1,tr|A0A087WTW0|A0A087WTW0_HUMAN,,97 kDa,,unknown,1,2,14,26
312,TRUE,Empty,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3,sp|Q15149|PLEC_HUMAN,,532 kDa,TRUE,unknown,1,2,9,11
